Senate District,County,agency,Party,First Name,Last Name,Room,Extension,EA
26,Beckham,CADC,R,Darcy,Jech,417,545,Jamie Hudson
26,Roger Mills,CADC,R,Darcy,Jech,417,545,Jamie Hudson
31,Cotton,CADC,R,Chris,Kidd,427,563,Suzanne Earnest
31,Jefferson,CADC,R,Chris,Kidd,427,563,Suzanne Earnest
31,Tillman,CADC,R,Chris,Kidd,427,563,Suzanne Earnest
38,Kiowa,CADC,R,Brent,Howard,536,612,Pam Nordstrom
38,Washita,CADC,R,Brent,Howard,536,612,Pam Nordstrom
