Senate District,County,agency,Party,First Name,Last Name,Room,Extension,EA
5,Choctaw,Little Dixie,R,Joseph,Silk,416,614,NA
5,McCurtain,Little Dixie,R,Joseph,Silk,416,614,NA
5,Pushmataha,Little Dixie,R,Joseph,Silk,416,614,NA
