Senate District,County,agency,Party,First Name,Last Name,Room,Extension,EA
31,Comanche,GPIF,R,Chris,Kidd,427,563,Suzanne Earnest
32,Comanche,GPIF,R,John Michael,Montgomery,529,567,Jessica McClung
31,Comanche,GPIF,R,Chris,Kidd,427,563,Suzanne Earnest
32,Comanche,GPIF,R,John Michael,Montgomery,529,567,Jessica McClung
