Senate District,County,agency,Party,First Name,Last Name,Room,Extension,EA
6,Johnston,INCA,R,David,Bullard,533,586,Anita Clayton
6,Marshall,INCA,R,David,Bullard,533,586,Anita Clayton
14,Johnston,INCA,R,Frank,Simpson,527,607,Glenda Colbert
14,Murray,INCA,R,Frank,Simpson,527,607,Glenda Colbert
19,Atoka,INCA,R,Roland,Pederson,413,630,Angie Robinson
22,Atoka,INCA,R,Stephanie,Bice,232,592,Anissa Scott
